  time    PosLHipYaw    VelLHipYaw    ForLHipYaw    PosLHipPitch    VelLHipPitch    ForLHipPitch    PosLHipRoll    VelLHipRoll    ForLHipRoll      PosLKnee      VelLKnee     ForLKnee    PosLAnklePitch    VelLAnklePitch    ForLAnklePitch    PosLAnkleRoll    VelLAnkleRoll    ForLAnkleRoll    PosRHipYaw    VelRHipYaw    ForRHipYaw    PosRHipPitch    VelRHipPitch    ForRHipPitch    PosRHipRoll    VelRHipRoll    ForRHipRoll      PosRKnee      VelRKnee      ForRKnee    PosRAnklePitch    VelRAnklePitch    ForRAnklePitch    PosRAnkleRoll    VelRAnkleRoll    ForRAnkleRoll
  1.15  -1.33889e-06   7.47583e-07  -0.0520932      -0.423526         0.422651        6.8464       -0.000125956   -0.00182428     -0.285245     0.912369     -1.11827       -4.47399        -0.446717          0.487465            0.183649       0.000328584     -0.00154731      -0.0266426    -1.60583e-09   3.54521e-07    0.00203035    -0.437044         0.411821         5.92103      0.00898303      0.0329176      -0.189058    0.912503     -1.12252       -4.94379         -0.446715          0.487257            0.0241624      0.000328584     -0.00154731      -0.0266426
  1.2   -1.30836e-06   6.39148e-07  -0.037158       -0.414447         0.0355423       5.47323      -0.000206719   -0.00129157     -0.398703     0.878963     -0.407446      -2.55192        -0.432244          0.174672            0.34032        0.000246153     -0.00158296      -0.0313137    -2.0558e-09    2.04273e-07    0.0503676     -0.426957         0.078702         4.44297      0.0100568       0.0115266       0.215805    0.878971     -0.408984      -3.03516         -0.432244          0.174773            0.176781       0.000246153     -0.00158296      -0.0313137
  1.25  -1.27663e-06   9.40691e-07  -0.0291881      -0.417214        -0.103694        3.60235      -0.000236426    4.19096e-05    -0.32571      0.866645     -0.153053      -2.62799        -0.42706           0.0626326           0.18606        0.000179126     -0.00112527      -0.025902     -3.82852e-09  -3.72529e-07    0.0544        -0.426609        -0.0300288        2.79029      0.0100402      -0.009509        0.324145    0.866609     -0.153566      -3.0074          -0.427051          0.062871            0.0566939      0.000179126     -0.00112527      -0.025902
  1.3   -1.25539e-06   1.37541e-06  -0.227096       -0.541179        -3.52934        29.9085       -0.000596831    0.0375094       0.033642     1.17039       6.28319       -1.04287        -0.725571         -4.70713             3.55735       -0.000103084      0.0216753       -0.0136249    -2.30773e-09   3.8358e-07     0.363669      -0.559209        -4.45326         29.862        0.0119033       0.239387       -0.565012    1.17037       6.28315       -1.1082          -0.725193         -4.71193             3.53481       -0.000103084      0.0216753       -0.0136249
  1.35  -1.21337e-06   1.07439e-06   0.378788       -0.751032        -4.57675        18.0547       -0.000113964   -0.0151717      -0.195562     1.48455       6.28324       -1.74266        -0.865721         -1.71275             1.55719        0.000281408     -0.00447716      -0.0468996     1.82183e-09   2.58274e-07   -0.169801      -0.771221        -4.01152         20.5021       0.0125985      -0.129647       -0.0850733   1.48453       6.28317       -0.680307        -0.865404         -1.71447             1.94075        0.000281408     -0.00447716      -0.0468996
  1.4   -1.1838e-06    8.96058e-07  -0.189791       -0.945136        -2.68371       -16.7054       -0.000959779   -0.00651191     -0.378086     1.75151       3.57888       -8.08051        -0.917171         -0.619722           -2.64902       -0.000355054     -0.0107984       -0.025326      2.66323e-09   5.04793e-07    0.0893514     -0.933788        -2.30025        -17.4359       0.0045418      -0.14338         0.472298    1.75148       3.57833       -8.51746         -0.917095         -0.627196           -2.79959       -0.000355054     -0.0107984       -0.025326
  1.45  -1.15254e-06   3.45699e-07  -0.33375        -1.0097          -0.328374      -18.31         -0.00101297     0.00427412     -0.126903     1.85698       1.25861       -6.03974        -0.935189         -0.207246           -3.05933       -0.000516165      0.0018801        0.0266005    -0.00527799   -0.085888      -0.022952      -0.989662        -0.281894       -17.2444       0.00477263      0.0422457      -0.302964    1.85516       1.22857       -7.69626         -0.935476         -0.211168           -3.94556       -0.000516165      0.0018801        0.0266005
  1.5   -1.12855e-06   5.66775e-07   0.060131       -0.990755         0.769234       -5.53554      -0.000542595    0.0122134       0.320186     1.89363       0.429154      -6.16843        -0.9407           -0.0542522          -1.48297       -0.000252611      0.00686068       0.0372768    -0.00374979    0.0873732     -0.0189259     -0.973729         0.632072        -1.95386      0.00292124     -0.0710062      -0.430335    1.89227       0.459624      -6.37585         -0.940767         -0.0456572          -1.4054        -0.000252611      0.00686068       0.0372768
  1.55  -1.09752e-06   4.73029e-07  -0.117762       -0.831333         4.46753       -22.7618       -0.000412676    0.0037678       0.390422     1.62738      -6.28319        5.5147         -0.714204          2.79212            -2.20183       -0.000169857      0.0063481        0.0561587    -0.00116102    0.0311656      0.089288      -0.795893         4.10421        -20.7848      -0.00442764     -0.0327906       0.419665    1.62664      -6.28317        6.24989         -0.714364          2.79572            -1.82966       -0.000169857      0.0063481        0.0561587
  1.6   -1.06968e-06   4.62501e-07   0.448179       -0.632883         2.94437        13.4718        0.000278819    0.0119942       1.11817      1.35646      -3.6918       -10.3027         -0.630363          1.0217              0.551147       0.000439516      0.0103409        0.04161      -0.000239479   0.0110589     -0.39926       -0.630075         2.41333         16.5745       3.3857e-05      0.116363       -1.66577     1.35608      -3.6824        -9.04609         -0.630274          1.02716             1.04236        0.000439516      0.0103409        0.04161
  1.65  -1.04651e-06   1.27125e-07   0.247963       -0.540564         1.09676        22.0296        0.00065723     0.00150745      0.118227     1.2466       -1.33166       -2.44028        -0.599773          0.371337            2.01397        0.00065371       0.000512158     -0.0192265     8.57203e-05   0.00386801    -0.236838      -0.556722         0.811756        25.6435       0.00564246      0.0962649      -0.980379    1.2465       -1.32837       -0.766984        -0.599555          0.371838            2.60104        0.00065371       0.000512158     -0.0192265
  1.7   -1.00973e-06   7.16114e-07   0.0363024      -0.518277         0.00355244     19.4656        0.000428802   -0.00815038     -0.705226     1.20676      -0.487161       1.28526        -0.588829          0.129402            2.28033        0.000554264     -0.00343154      -0.0585528     0.000197724   0.00129828     0.0154468     -0.543931        -0.109577        20.1615       0.00919667      0.0505649      -0.133525    1.20676      -0.485945       1.60072         -0.588683          0.126767            2.39911        0.000554264     -0.00343154      -0.0585528
